X,Y,osm_id,osm_type,completeness,#meta +operator,#meta +health_amenity_type,#meta+dispensing,#meta +speciality,#meta+is_in_health_zone,#capacity +staff,#loc+amenity,changeset_id,#access +hours,changeset_timestamp,#meta+emergency,#contact +url,#meta +operator_type,#meta +id,#meta+water_source,changeset_version,addr_street,#meta+electricity,#contact +phone,#meta+insurance,#status+operational_status,#meta+is_in_health_area,addr_postcode,addr_city,#meta+wheelchair,#capacity +beds,changeset_user,#geo+bounds+url,addr_housenumber,#meta+healthcare,#loc +name
106.766599176966,-6.15649551713616,5068912662,node,18,,,,,,,clinic,52161092,,2017/09/19 03:44:23,,,government,b854abef29ea43f1aaa03e302faa3055,,2,,,,,,,,DKI Jakarta,,,Dewi Sulistioningrum,HOT_InAWARESurvey_2017,,,Posyandu RW 05
,,610084901,way,15,,,,,,,clinic,61582921,,2018/08/12 08:59:53,,,private,8385514449ea4761a62e87b0b6ce113a,,2,,,,,,,,,,,Dion Qairawan,survey,,,Posyandu Balita Lansia III
116.119180465972,-8.57898858062038,2690666020,node,12,,,,,,,doctors,20783355,,2014/02/26 03:04:52,,,,20849318927048dca157066b9484c673,,1,,,,,,,,,,,Lucky Cidomo,survey,,,dr. Ery Satriawan
,,338232817,way,12,Pemerintah Kabupaten Bangka,,,,,,hospital,30176880,,2015/04/13 01:23:41,,,,49d11d8dc0b043e4876dd918d390d0a9,,1,,,,,,,,,,,buditux,,,,RSUD Belinyu - Riding Panjang
,,523650069,way,18,,,,,,,clinic,52160380,,2017/09/19 02:20:53,,,government,3d38dbe30c5d4c82a470b345845ec625,,2,,,,,,,,DKI Jakarta,,,Dewi Sulistioningrum,HOT_InAWARESurvey_2017,,,Posyandu RW 03
106.948218841663,-6.34604110947396,2641722155,node,9,,,,,,,hospital,20258696,,2014/01/29 04:35:18,,,,c335d890d59243c980e8497156a74a7e,,1,,,,,,,,,,,Fajar_Wisnu_Hardono,,,,Klinik Devina Medika
,,448783127,way,9,,,,,,,doctors,43054248,,2016/10/21 09:08:28,,,,0471e1bf4ca246c8a1389dae45e4b508,,1,,,,,,,,,,,Johnar,,,,Kantor Dokter
,,536681483,way,15,,,,,,,clinic,61581314,,2018/08/12 07:38:36,,,government,e29c1d00ea524b5a9a4f1952dd15fb98,,2,,,,,,,,,,,Fatisya Ilani Yusuf,survey,,,Posyandu Mahoni 1
,,556179389,way,9,,,,,,,pharmacy,55794900,,2018/01/27 05:47:54,,,,2cdd3fd7c5534f16bdb1eee351b97721,,1,,,,,,,,,,,Ezagren,,,,Apotek Kartika Medika
,,624342195,way,12,,,,,,,pharmacy,62444455,,2018/09/10 08:14:00,,,,0cfc8b3f061c4f259ae230736b3ce5d6,,1,,,,,,,,,,,Fatisya Ilani Yusuf,survey,,,Apotek Laris 2
,,189989183,way,9,,,,,,,hospital,51996886,,2017/09/13 08:30:56,,,,8d56a4633b724ba7b00260c37306e554,,2,,,,,,,,,,,Aulia Ishmata,,,,puskesmas pembantu blongkeng
,,586438644,way,9,,,,,,,clinic,58773839,,2018/05/08 00:55:35,,,,2c11e2ff1a0f406eb09d2e7edd9b6810,,1,,,,,,,,,,,SANTIADHIA,,,,Puskesmas Maros Baru
,,635865571,way,9,,,,,,,clinic,63666580,,2018/10/19 04:14:31,,,,db3cb8cf983c4b7381989d5a42397fae,,1,,,,,,,,,,,riano matmof,,,,Puskesmas Mukapayung
116.09720495987,-8.63495664358572,2678339531,node,12,,,,,,,doctors,20630106,,2014/02/18 06:47:46,,,,e038617c3a84415dbccf9e8c74adcdc8,,1,,,,,,,,,,,Lucky Cidomo,survey,,,Praktek dr. Sahrun & dr. Seto. P.Msc
,,576240217,way,18,,,,,,,clinic,57796428,,2018/04/04 09:09:51,,,government,42271c05053d4a3a94984c373ff5aa72,,1,,,,,,,,Semarang,,,Awaluddin27,HOT_InAWARESurvey_2018,,,Puskesmas Pudak Payung
98.6737075452734,3.5983967561744,4364796017,node,9,,,,,,,hospital,41663441,,2016/08/24 13:24:27,,,,0f1a4073944945eca7a10a60cb1bb584,,1,,,,,,,,,,,Sylphar,,,,RSU Tembakau Deli
,,243732551,way,9,,,,,,,clinic,52551506,,2017/10/02 03:04:05,,,,da0db9e5051b4c1bb6a175d25771e30b,,3,,,,,,,,,,,Dewi Sulistioningrum,,,,Balai Kesehatan Masyarakat
,,594177098,way,15,,,,,,,pharmacy,75888701,24/7,2019/10/18 11:48:09,,,,90a66d16289d4e57b9d7bb9ce3784b5a,,2,,,,,,,,,,,Nikola Smolenski,survey,,,Apotik K24 Gondomanan
106.80801206507,-6.16633670965217,6183143089,node,6,,,,,,,pharmacy,66012521,,2019/01/04 07:48:37,,,,276db7cdf61b4e4ca4f9a55b13011f5b,,1,,,,,,,,,,,Hermawan S,,,,
,,358808433,way,9,,,,,,,clinic,32443073,,2015/07/06 08:53:02,,,,60dece3eea0c4b41999b7f0645270912,,1,,,,,,,,,,,Muhamad Nahrowi,,,,Klinik Harmoni
106.869437082278,-6.13227567264016,6118160485,node,25,,,,,,,clinic,65190080,"Mo-We 09:00-13:00, Fr 13:00-17:00, Fr-Sa 09:00-12:00",2018/12/05 08:43:39,,,private,e0428547d59b45e5b1912ccc9eb01647,,1,,,,,,,,,limited,,sheilaamalia,survey,,clinic,Klinik Pratama Mudita
,,225090865,way,28,,,,,,,hospital,82637235,,2020/03/26 03:44:59,,,private,46ee32a92ad143c3903b9c0ca694eae7,,7,Jalan Alam Sutera Boulevard,,,,,,15235,"Serpong Utara, Tangerang",,,Riyadi Wibowo,,25,hospital,Omni Hospital Alam Sutera
,,186989911,way,12,,,,,,,doctors,27414230,Mo-Fr 08:30-20:00,2014/12/12 05:03:49,,,,299a01b3c99446c191e6ac85fdcf6b10,,3,,,,,,,,,,,Dewi Sulistioningrum,,,,Yayasan Paru Paru
112.639624638518,-7.95851492925874,4824317358,node,15,,,,,,,hospital,48246304,,2017/04/29 05:47:29,,,,b7e60b8a149246c28a166a187b0f172e,,1,Jalan Indragiri,,,,,,,Malang,,,Open Dokter,,,,Open Dokter: Praktek Umum dr. Joko Agus Gunawan
,,444000627,way,9,,,,,,,hospital,42376955,,2016/09/23 15:18:27,,,,3fb0371621914293ad3abc31999d58d6,,1,,,,,,,,,,,Sobirin,,,,RSUD Bangka Selatan
,,476071688,way,9,,,,,,,hospital,69439835,,2019/04/22 04:36:32,,,,a9402b1c05ba4a109098de3d7c30c2a3,,2,,,,,,,,,,,Yeni IRM-RV,,,,Bidan Desa
,,783778195,way,37,University of Malahayati,,,"general;surgery;internal",,,hospital,86964047,24/7,2020/06/22 07:33:17,yes,,,3f6f897943834f1195b626e08c34da0e,,2,,,(0721) 273601,,,,35151,Bandar Lampung,,,BeltWoods,,26,hospital,RS Pertamina-Bintang Amin
,,463796369,way,15,,,,,,,clinic,70640635,,2019/05/26 20:03:23,,,government,c938070ea0a842af82d9c22022cfa245,,4,,,,,,,,,,,Farras,,,clinic,Posyandu Sekar Sari
,,507486834,way,18,,,,,,,hospital,82650151,,2020/03/26 08:59:59,,,private,39074bc2e9a24489860f78ee26be7045,,4,,,,,,,,Jakarta Barat,,,Riyadi Wibowo,HOT_InAWARESurvey_2017,,,Ciputra Hospital
,,722182528,way,15,,,,,,,hospital,82509508,,2020/03/23 07:26:45,,,private,4221e1be44124f248043274ace88ef80,,2,,,,,,,42124,,,,Fadlilaa,,,,RS Sari Asih Serang
,,213200296,way,9,,,,,,,hospital,16372362,,2013/05/31 23:51:29,,,,1a030b181989431787366a5977651800,,4,,,,,,,,,,,na2ng,,,,Posko kesehatan
,,120774929,way,28,,,,,,,hospital,83007004,,2020/04/03 03:53:25,,,government,934dd8fd2a3d4af3b1bf4dc0d583be27,,8,Jalan Pangeran Wirosobo,,,,,,55162,Yogyakarta,,,Ayudya Noshico Husna,survey,01,,RS Jogja
,,750324766,way,15,,,,,,,hospital,82970004,,2020/04/02 09:47:01,,,private,04edfe95d90443e7a2b6ad4352df6ac1,,5,,,,,,,,Medan,,,mueschel,,,,Rumah Sakit Umum Bunda Thamrin
,,548480818,way,9,,,,,,,clinic,54830964,,2017/12/22 03:19:13,,,,53d071e147d3450482ad69103c884ab5,,1,,,,,,,,,,,stenfri loy pandia,,,,Balai Pengobatan
,,312016254,way,37,,,,"general;orthopaedics;radiology;psychiatry;ophthalmology;neurology;nutrition;osteopathy;pulmonology;otolaryngology",,,hospital,85118215,24/7,2020/05/13 05:02:36,yes,,,ce01e84913b64cab8cbe126ff13b0981,,4,Jalan Menteri Empat,,"(0511) 4789635, 4789449, 4789454",,,,70714,Banjar,,252,b-jazz-bot,,,hospital,RSUD Ratu Zalecha
102.107724073691,1.46814637436665,3170366169,node,18,,,,,,,pharmacy,67796976,,2019/03/05 09:26:56,,,,5fe234d257e54d0086bdc001ac6dc250,,4,Jl. Jend. Sudirman,,,,,,28752,Bengkalis,,,Iwan Novirion,,,,Apotik Sumber Tenaga
110.593021878526,-7.74248947987226,3027859975,node,9,,,,,,,hospital,24864492,,2014/08/19 16:48:01,,,,f465d8efcd1e486fb62edce36928e365,,1,,,,,,,,,,,Tjatoer Joelianto,,,,Puskesmas Pembantu Glodogan
,,342520187,way,18,,,,,,,clinic,57790396,,2018/04/04 04:13:10,,,government,bfae6a6d47d2437396d2f6f549a9efc8,,3,,,,,,,,Semarang,,,Ramadyan,HOT_InAWARESurvey_2018,,,Posyandu Lestari
,,515031989,way,9,,,,,,,clinic,58774700,,2018/05/08 02:33:49,,,,f647e2ac86f6451e88c964c7fd756941,,2,,,,,,,,,,,yunita sari,,,,Posyandu Dahlia (kena banjir)
115.958506674392,-3.52205111212197,3304166559,node,12,Pemkab Tanah Bumbu,,,,,,hospital,28327902,,2015/01/22 13:40:40,,,,2f9ba485bc354b60839d6e432b3ea6a6,,1,,,,,,,,,,,Ezagren,,,,RSUD dr. Andi Abdurrahman Noor
122.225474292844,-8.62301930472407,5641550025,node,6,,,,,,,pharmacy,59268553,,2018/05/25 11:37:20,,,,98b3f2b0242e49a1ab1a06ec0341bbf4,,1,,,,,,,,,,,Ohmerdalor,,,,
115.168127319475,-8.73813594381394,4446961581,node,12,,,,,,,pharmacy,73865712,,2019/08/29 05:34:24,,,,f5c325c07f9b4066a4d092dd360d2db0,,2,,,,,,,,,,,Timothy Smith,,,pharmacy,Kimia Farma
,,528649911,way,18,,,,,,,clinic,52466588,,2017/09/29 06:53:48,,,private,1d0702fe408a486895519e6e1d2c4831,,1,,,,,,,,DKI Jakarta,,,alifatri,HOT_InAWARESurvey_2017,,,Klinik Medikana
115.263729127777,-8.69642097191903,6200638986,node,6,,,,,,,pharmacy,66222506,,2019/01/11 10:55:20,,,,97c2f4f6e65747c3a5050a9164421a3c,,1,,,,,,,,,,,Mikhail Martynets,,,,
138.943479238723,-4.0891980058463,5589001108,node,12,,,,,,,clinic,61842159,,2018/08/21 04:38:48,,,,d0d8a72a0fc14e65b068c5eee9baa09b,,2,,,,,,,,Wamena,,,Joseph E,,,,Klinik Advent Wamena
,,737804186,way,9,,,,,,,clinic,76087975,,2019/10/23 08:18:05,,,,5ec104a18a594537a9f76f267ab41f41,,2,,,,,,,,,,,aisah,,,,UPT Puskesmas Cilacap Utara 2
106.843446979831,-6.24471890371285,6229828486,node,12,,,,,,,pharmacy,79849645,Mo-Su 08:00-23:00,2020/01/21 10:50:29,,,,14bba4f27a3b43e9afa57650a83f5c84,,2,,,,,,,,,,,RomEvg,,,pharmacy,
100.366159892578,-0.943198674077763,7428977531,node,9,,,,,,,pharmacy,83867333,,2020/04/21 08:53:16,,,,4ec5e2cba82f48a79aa42375a686c6a7,,1,,,,,,,,,,,anisa berliana,,,,Apotek Bantuan
,,462704784,way,18,,,,,,,hospital,82716314,,2020/03/27 13:16:34,,,private,415e84d7e882439793952c06718720be,,5,,,,,,,,Kota Surabaya,,,Ficky Aditya Romansya,,,hospital,Rumah Sakit Islam Surabaya
116.093108891427,-8.58112026623544,2690666025,node,12,,,,,,,doctors,20783355,,2014/02/26 03:04:53,,,,e411638e505e483e8c34d5c92e1ce5f1,,1,,,,,,,,,,,Lucky Cidomo,survey,,,dr. Harati
,,211548999,way,9,,,,,,,doctors,27192348,,2014/12/03 03:00:20,,,,ec25c9d82e2948b98dcffb69e7c3e0a7,,2,,,,,,,,,,,della ananto,,,,Praktek dr Rendy
,,314221510,way,9,,,,,,,clinic,52810555,,2017/10/11 02:56:10,,,,e63c64614dd145768441e82099b16467,,2,,,,,,,,,,,harrymahar,,,,Klinik Semper
,,157349957,way,21,,,,,,,clinic,83117826,,2020/04/06 03:21:47,,,government,adfb7cf3cbf14f12bbc0da54305b1f25,,8,,,,,,,,DKI Jakarta,,,RomEvg,HOT_InAWARESurvey_2017,,clinic,Puskesmas Kel Rawa Barat & Rumah Bersalin Kec Kebayoran Baru
,,405796981,way,12,,,,,,,clinic,62789668,,2018/09/21 09:16:55,,,,0f033971ba3e4979b993616ddfe7f0d2,,2,,,,,,,,,,,sheilaamalia,survey,,,klinik laboratorium kimia farma
,,571861362,way,9,,,,,,,doctors,60888961,,2018/07/20 04:26:14,,,,33498a872c854e6db7b2f67a854f6e58,,2,,,,,,,,,,,SANTIADHIA,,,,Klinik Ar Rafah
,,451527942,way,12,,,,,,,clinic,47681004,,2017/04/12 04:04:52,,,community,77e0aebcfbcd4f38bdb58244c23db900,,7,,,,,,,,,,,Ramadyan,,,,Posyandu Lansia Makarya
106.883178625797,-6.34857764101233,5055779305,node,18,,,,,,,clinic,51400798,,2017/08/24 09:33:47,,,community,7458afb35496451e98f1e2bfb4ce6bac,,1,,,,,,,,DKI Jakarta,,,gafuri,HOT_InAWARESurvey_2017,,,Posyandu Anggrek RW 06
,,358468531,way,9,,,,,,,clinic,38515900,,2016/04/13 05:35:17,,,,8573f3beedd749958278271e7f0528fc,,2,,,,,,,,,,,Ezagren,,,,Posyandu Nusa Indah
,,506939013,way,18,,,,,,,clinic,50988939,,2017/08/10 05:20:55,,,community,2248acfc7acf4d29990ec0113408fcd4,,2,,,,,,,,DKI Jakarta,,,gafuri,HOT_InAWARESurvey_2017,,,Posyandu Mawar I
,,608885240,way,9,,,,,,,clinic,60828078,,2018/07/18 09:10:27,,,,9df890d1211c44d6bc6903920f913845,,1,,,,,,,,,,,yunita sari,,,,Posyandu Melati 6
,,500913263,way,18,,,,,,,clinic,49585622,,2017/06/16 09:34:46,,,government,8a58f6661dfb4eb1a7032a381dfdcc36,,1,,,,,,,,DKI Jakarta,,,Robi Ripai,HOT_InAWARESurvey_2017,,,Puskesmas Kelurahan Kalideres I
,,374573663,way,9,,,,,,,clinic,34533118,,2015/10/09 16:16:07,,,,6b79fa0a530744a2b64b742f3508c155,,1,,,,,,,,,,,Ezagren,,,,Puskesmas Gunung Rampah
118.692139252619,-8.37360270002719,2089564109,node,9,,,,,,,hospital,14474122,,2012/12/31 07:09:51,,,,8ffbd175e5c54f25b1e07d5aa75fbb20,,1,,,,,,,,,,,Ethy,,,,Polindes
,,446042257,way,12,,,,,,,pharmacy,42676020,,2016/10/06 06:56:27,,,private,2583b4fb1bc14075a61d1ad723ed7f77,,1,,,,,,,,,,,yongkytogelang,,,,UNO
112.431561158956,-7.47775511476385,2875732333,node,9,,,,,,,hospital,22499829,,2014/05/23 07:39:07,,,,f4edbd65ad594ba4933d604dacee6a12,,1,,,,,,,,,,,aqsharifa,,,,Rumah Sakit Rekso Waluyo
112.229956271066,-7.54544845444056,2347668220,node,9,,,,,,,hospital,26290489,,2014/10/24 00:43:11,,,,3e2bd0af9f6b44548bf3cba260bd390b,,2,,,,,,,,,,,Bayu Adi Styawan,,,,Puskesmas Pulo Lor
,,359678323,way,9,,,,,,,doctors,38515900,,2016/04/13 05:35:17,,,,3eb3a854cf12490da9754a4d04a13900,,2,,,,,,,,,,,Ezagren,,,,"Praktik dr Umum ""dr. Daud"""
,,725258481,way,9,,,,,,,doctors,74559914,,2019/09/17 06:42:38,,,,92e97b5e3a174777ac631d1d3eff2c09,,1,,,,,,,,,,,Aulia Ishmata,,,,BIDAN SUWARNI
,,798169717,way,9,,,,,,,pharmacy,84368752,,2020/04/30 00:09:46,,,,af241a09bdfc4f55a04b0391af25b4c6,,1,,,,,,,,,,,Ficky Aditya Romansya,,,,Apotek Kimia Farma
,,635473090,way,12,,,,,,,clinic,63629626,,2018/10/18 02:26:26,,,government,afd61bfbe1c74e4684cefdca42667270,,1,,,,,,,,,,,riano matmof,,,,Posyandu Rengganis 15
,,530854484,way,18,,,,,,,clinic,58463623,,2018/04/27 04:35:38,,,government,586abd6088e641e2a98825969615e59f,,2,,,,,,,,Semarang,,,Fadlilaa,HOT_InAWARESurvey_2018,,,Posyandu Wahyu Ratih RW XXI
,,647931989,way,9,,,,,,,clinic,64798812,,2018/11/23 03:01:15,,,,fe77792bf4d14f99bd9bce6e675cfad7,,1,,,,,,,,,,,dcriz,,,,Puskesmas Janti
,,201054000,way,12,,,,,,,doctors,14643606,24/7,2013/01/14 02:40:07,,,,4bcd14f9be4a4dc6a6027de64929fa6b,,1,,,,,,,,,,,kruget,,,,Klinik Medica
,,334809713,way,9,,,,,,,clinic,51289984,,2017/08/21 04:13:59,,,,ac549961e6704a9d8f36900120cff929,,2,,,,,,,,,,,wulankhairunisa,,,,Bidan Lina
,,363144792,way,9,,,,,,,pharmacy,36910112,,2016/01/31 05:35:27,,,,86c00669463b4b4297295c8c49bd93ac,,2,,,,,,,,,,,Ezagren,,,,Apotek Hidup Sehat
,,183123238,way,9,,,,,,,clinic,13268767,,2012/09/27 08:29:13,,,,7ad74ffcea5e4b04a97389720372136b,,1,,,,,,,,,,,asepsetiadi,,,,Posyandu
,,188924652,way,9,,,,,,,hospital,83362912,,2020/04/10 12:10:06,yes,,,e9f2fe3444fb44b9b819e6152a412ff5,,5,,,,,,,,,,,Rusmiati,,,,
,,421587903,way,21,,,,,,,pharmacy,39636271,,2016/05/29 07:02:15,,,,bf46c88b35ab4d398e71e02c2b641573,,1,Danau Buyan,,,,,,80228,Sanur,,,everyone_sinks_starco,,10,,Apotik Sanur
106.789943028761,-6.17580767350503,7428259325,node,9,,,,,,,pharmacy,83850352,,2020/04/21 03:47:31,,,,fbe0ee5166be4c8d86b17d56e1083856,,1,,,,,,,,,,,aglisdwininta,,,,Kimia Farma
,,451505559,way,12,,,,,,,clinic,47583936,,2017/04/09 05:17:20,,,government,4914d27fe1fb46a18f3d4f9a005c1584,,4,,,,,,,,,,,wulankhairunisa,,,,Puskesmas Pembantu Rungkut Menanggal
,,783806827,way,15,,,,,,,hospital,82507367,,2020/03/23 06:37:30,,,government,367aee8756434ef1ad16dc2503715ddd,,1,,,,,,,,Gorontalo,,,Fauzan Arif,,,,RSUD Prof. Dr. H. Aloei Saboe
,,544933403,way,12,,,,,,,hospital,54389535,,2017/12/06 04:18:03,,,,4305cb3f2c784d86b10c3770eed9c887,,1,,,,,,,,,,,Mohalem,,,hospital,Rumah Sakit Angkatan Udara
,,505210324,way,9,,,,,,,clinic,52588786,,2017/10/03 08:55:00,,,,79338705d227414281a764712889a5d9,,2,,,,,,,,,,,yunita sari,,,,PUSKESMAS KECAMATAN CIWANDAN
,,528631349,way,25,,,,,,,clinic,65146954,"Mo-Su 08:00-12:00; 15:00-21:00",2018/12/04 05:14:24,,,private,90df1caee873412890e101d2aa7289ee,,2,,,,,,,,,no,,Adityo,survey,,clinic,Sammy medical
,,519815756,way,9,,,,,,,clinic,51561523,,2017/08/30 03:52:08,,,,16f1a0f8a4f94abc94b874e311dfd2cf,,1,,,,,,,,,,,yunita sari,,,,Puskesmas Pembantu
107.630546076941,-6.91594665517076,2492171953,node,9,,,,,,,pharmacy,18296465,,2013/10/11 12:11:33,,,,b97a2efb72ad4c1c931dcc6dfce74930,,1,,,,,,,,,,,ArjanO,,,,K24
,,450278242,way,9,,,,,,,hospital,43294099,,2016/10/30 23:15:39,,,,071423b865824ff796d26185e8eea3bd,,1,,,,,,,,,,,rahmadmulyantono,,,,RS ST Carolus Borromeus
